100,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,100
100,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,100
100,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,100
100,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,100
100,999,999,999,999,999,999,100,999,999,999,999,999,999,999,999,999,999,999,100
100,999,999,999,999,999,999,100,999,999,999,999,999,999,999,999,999,999,999,100
100,999,999,999,999,999,100,999,999,999,999,999,999,999,999,999,999,999,999,100
100,999,999,100,100,100,999,999,999,999,999,999,999,999,999,999,999,999,999,100
100,999,999,100,999,999,999,999,999,999,999,999,999,999,999,999,999,999,100,100
100,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,100,100,100
100,999,999,999,999,999,999,999,999,101,999,999,999,999,999,999,100,100,100,100
100,999,999,999,999,999,999,999,999,101,999,999,999,999,999,100,100,100,100,100
100,999,999,999,999,999,999,999,999,101,999,999,999,999,100,100,100,100,100,100
100,100,100,100,100,100,100,102,102,100,101,999,999,101,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,101,999,999,101,100,100,100,100,100,100
,,,,,,,,,,,,,,,,,,,
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,20,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
